Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act,turn_index
2330,"Ross you're not listening to me, I don't have time to stop.",Rachel,neutral,231,5,3,15,"00:10:31,464","00:10:35,050",o,5
2331,"Come on Rach, you don't have what, ten minutes?",Ross,neutral,231,6,3,15,"0:10:35,217","0:10:37,189",q,6
2332,I don't have ten minutes!!,Rachel,anger,231,7,3,15,"0:10:37,189","0:10:38,183",ans,7
2333,"What? Sophie, does she have ten minutes?",Ross,neutral,231,8,3,15,"0:10:38,304","0:10:39,889",q,8
2334,"Hey, Ross!!! I told you I don't!",Rachel,anger,231,9,3,15,"0:10:39,889","0:10:42,063",ans,9
2335,"Don't yell at me okay, this is the most I've seen you all week.",Ross,sadness,231,10,3,15,"00:10:42,183","00:10:45,644",c,10
2336,"Look, I cannot do this right now, okay, I've got a deadline, would you just go home, I'll talk to you later.",Rachel,neutral,231,11,3,15,"00:10:45,811","00:10:52,233",s,11
2386,Hey!,Joey,joy,236,0,4,23,"00:09:08,214","00:09:09,256",g,0
2387,"So, what are you guys in the market for? We've got uh, scarves, tulip post cards...",The Vendor,neutral,236,1,4,23,"00:09:11,842","00:09:16,471",q,1
2388,Check this out? Huh? Yeah. That's the stuff. What do you think?,Joey,neutral,236,2,4,23,"00:09:11,842","00:09:20,850",q,2
2389,"Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore.",Chandler,neutral,236,3,4,23,"00:09:21,018","00:09:24,396",ans,3
2390,"Well, I like it. Here you go.",Joey,neutral,236,4,4,23,"00:09:25,982","00:09:27,941",s,4
2391,"All right, look, you're not really gonna buy that are you? Don't you think you've embarrassed me enough for one day?",Chandler,anger,236,5,4,23,"00:09:28,109","00:09:31,861",q,5
2392,"Oh, I embarrass you?",Joey,surprise,236,6,4,23,"00:09:32,029","00:09:33,488",q,6
2393,How can I answer that when I'm pretending I don't know you?,Chandler,neutral,236,7,4,23,"00:09:33,656","00:09:36,700",q,7
2395,Oh really? Then how come no one here is wearing them?,Chandler,neutral,236,9,4,23,"00:09:40,663","00:09:44,833",q,8
2396,They're all tourists.,The Vendor,neutral,236,10,4,23,"00:09:45,001","00:09:47,252",ans,9
2397,"All right, look, if you insist on wearing that, in public, y'know, you're gonna spend the rest of the afternoon all by yourself.",Chandler,disgust,236,11,4,23,"00:09:48,087","00:09:55,176",o,10
2398,Oh yeah? If you're gonna make me choose between you and the hat? I choose the hat.,Joey,neutral,236,12,4,23,"00:09:55,344","00:10:04,311",o,11
2442,"Oh... Mike's sister just invited me to a party tonight, he's gonna be there.",Phoebe,anger,241,0,9,22,"00:01:22,916","00:01:27,044",s,0
2443,"And she was like ""Oh, don't worry!",Phoebe,sadness,241,1,9,22,"0:01:27,212","0:01:31,404",s,1
2444,I asked him.,Phoebe,neutral,241,2,9,22,"0:01:31,404","0:01:31,696",s,2
2445,"He's totally ok with seeing you!"".",Phoebe,anger,241,3,9,22,"0:01:31,696","0:01:31,852",s,3
2446,So now I have to go so he'll think that I'm totally ok with seeing him!,Phoebe,joy,241,4,9,22,"00:01:31,925","00:01:35,761",s,4
2447,"Which you're not, because you've totally hung up on him!",Rachel,anger,241,5,9,22,"0:01:35,929","0:01:37,491",o,5
2448,Exactly!,Phoebe,neutral,241,6,9,22,"0:01:37,491","0:01:38,810",ag,6
2449,And you're gonna want him to eat his heart out so you're gonna have to look fabulous!,Rachel,neutral,241,7,9,22,"00:01:38,932","00:01:42,351",o,7
2450,"I didn't even think about that! Aaargh,",Phoebe,anger,241,8,9,22,"00:01:42,519","00:01:47,689",o,8
2451,"Hey Pheebs, I'm-I'm taking Charlie shopping, why don't you come and I'll help you find something.",Rachel,neutral,241,9,9,22,"00:01:48,274","00:01:54,404",o,9
2452,"Ok, that'll be great!",Phoebe,joy,241,10,9,22,"00:01:51,194","00:01:54,404",ag,10
2453,"Oh, ain't that nice? The three of you trying on slutty lingerie together.",Joey,disgust,241,11,9,22,"00:01:54,572","00:02:00,119",o,11
2463,"Oh, great!",Phoebe,joy,245,0,7,18,"00:06:51,202","00:06:52,500",oth,0
2464,"We couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck.",Phoebe,joy,245,1,7,18,"00:06:51,202","00:06:59,292",s,1
2465,"Okay, stop it Phoebe, you're getting me all tingly.",Monica,joy,245,2,7,18,"00:06:59,460","00:07:01,503",c,2
2466,"All I could think of was y'know, ""Is he gonna kiss me? Is he gonna kiss me?""",Phoebe,joy,245,3,7,18,"00:07:03,131","00:07:06,216",s,3
2467,And did he?,Monica,neutral,245,4,7,18,"00:07:06,384","00:07:09,136",q,4
2468,"I'm a lady Monica, I don't kiss and tell. But this hickey speaks for itself.",Phoebe,joy,245,5,7,18,"00:07:06,384","00:07:11,638",ans,5
2469,"Okay-okay, I got it. I got it.",Monica,neutral,245,6,7,18,"00:07:11,806","00:07:13,849",s,6
2470,I just like him so much that I just feel like I've had 10 drinks today and I've only had six.,Phoebe,joy,245,7,7,18,"00:07:14,267","00:07:19,938",s,7
2471,"Oh, I haven't had that feeling since I first started going out with Chandler.",Monica,joy,245,8,7,18,"00:07:21,399","00:07:26,570",s,8
2472,"Wow, I'm never gonna have that feeling again, am I?",Monica,sadness,245,9,7,18,"00:07:21,399","00:07:31,283",q,9
2473,You sound like a guy.,Phoebe,disgust,245,10,7,18,"00:07:26,863","00:07:31,283",o,10
2474,"No, a guy would be saying, ""I'm never gonna get to sleep with anyone else.""",Monica,disgust,245,11,7,18,"00:07:31,451","00:07:35,495",o,11
2499,Remember I had to leave the room the other day when you had that roast chicken?,Rachel,neutral,249,0,8,9,"00:02:03,123","00:02:06,041",q,0
2500,Yeah. But I thought that was because I put the whole thing on my hand and made it walk across the table.,Joey,neutral,249,1,8,9,"00:02:06,209","00:02:14,967",ans,1
2501,"Anyway, it just doesn't seem worth it to make a whole turkey for just three people. Okay? It's a lot of work.",Monica,neutral,249,2,8,9,"00:02:12,090","00:02:17,010",o,2
2502,But you gotta have turkey on Thanksgiving!,Joey,joy,249,3,8,9,"00:02:17,262","00:02:19,555",s,3
2503,"I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!",Joey,sadness,249,4,8,9,"00:02:19,722","00:02:24,685",o,4
2504,Or Friday with no two pizzas!,Joey,sadness,249,5,8,9,"00:02:24,853","00:02:28,105",o,5
2505,All right fine! If it means that much to you! But justthere's gonna be a ton left over.,Monica,sadness,249,6,8,9,"00:02:29,149","00:02:32,734",ag,6
2506,No there won't! I promise I will finish that turkey!,Joey,joy,249,7,8,9,"00:02:32,902","00:02:35,487",s,7
2507,"All right, you're telling me you can eat an entire turkey in just one sitting?",Monica,neutral,249,8,8,9,"00:02:35,697","00:02:39,616",q,8
2508,That's right!,Joey,joy,249,9,8,9,"0:02:39,784","0:02:40,535",ans,9
2509,Cause I'm a Tribbiani!,Joey,joy,249,10,8,9,"0:02:40,535","0:02:42,371",s,10
2510,And this is what we do!,Joey,neutral,249,11,8,9,"0:02:42,371","0:02:45,895",s,11
2529,Where exactly is your zoo?,Ross,neutral,252,0,1,21,"00:14:10,182","00:14:11,891",q,0
2530,"Well, it's technically not a zoo per se, it's more of an interactive wildlife experience.",Dr. Baldhara,neutral,252,1,1,21,"00:14:12,059","00:14:17,730",ans,1
2531,"Let me ask you some questions about, is it, uh, Marcel?",Dr. Baldhara,neutral,252,2,1,21,"00:14:18,691","00:14:21,317",s,2
2532,Yes.,Ross,neutral,252,3,1,21,"00:14:21,861","00:14:23,069",ag,3
2533,"Does he, uh, fight with other animals?",Dr. Baldhara,neutral,252,4,1,21,"00:14:23,237","00:14:25,238",q,4
2534,"No-no, he's, he's very docile.",Ross,neutral,252,5,1,21,"00:14:26,240","00:14:28,324",ans,5
2535,Even if he were... cornered?,Dr. Baldhara,neutral,252,6,1,21,"00:14:28,492","00:14:31,744",q,6
2536,"Well I, I don't know. Why?",Ross,neutral,252,7,1,21,"00:14:34,790","00:14:37,250",ans,7
2537,"Uh, how is he at handling small objects?",Dr. Baldhara,neutral,252,8,1,21,"00:14:37,418","00:14:40,461",q,8
2538,"He can hold a banana, if that's whatcha mean...",Ross,neutral,252,9,1,21,"00:14:41,714","00:14:44,340",ans,9
2539,"How about a hammer, or a small blade?",Dr. Baldhara,neutral,252,10,1,21,"00:14:45,676","00:14:48,469",q,10
2542,Otherwise it's just cruel.,Dr. Baldhara,neutral,252,13,1,21,"00:15:00,608","00:15:02,901",o,11
2549,My specimen is in the room and I just want to thank whoever knocked on the door while I was in there.,Chandler,neutral,253,0,9,21,"00:17:29,256","00:17:35,720",s,0
2550,Really helped speed the process along!,Chandler,joy,253,1,9,21,"00:17:35,888","00:17:38,014",o,1
2551,Janice!,Chandler,surprise,253,2,9,21,"0:17:41,060","0:17:42,061",oth,2
2552,You're not... gone?,Chandler,surprise,253,3,9,21,"0:17:42,061","0:17:43,811",q,3
2554,Sid is still in his room.,Janice,neutral,253,4,9,21,"00:17:44,938","00:17:46,230",ans,4
2555,I don't allow porn at home so this is like a vacation for him.,Janice,joy,253,5,9,21,"00:17:46,398","00:17:50,777",s,5
2556,So did you do it?,Janice,surprise,253,6,9,21,"0:17:52,196","0:17:53,658",q,6
2557,Did you make your deposit?,Janice,neutral,253,7,9,21,"0:17:53,658","0:17:55,034",q,7
2558,Yeah! yeah... The hard part is over!,Chandler,joy,253,8,9,21,"00:17:55,157","00:17:59,452",ans,8
2559,"That's not the hard part honey! The hard part is what comes next, I mean aren't you worried about the results?",Janice,fear,253,9,9,21,"00:17:59,620","00:18:04,165",q,9
2560,I haven't... I haven't even thought about the results yet... I just assumed that everything was gonna be ok.,Chandler,joy,253,10,9,21,"00:18:04,374","00:18:09,337",ans,10
2561,"Oh! Well, you know what? It probably is.",Janice,neutral,253,11,9,21,"00:18:09,505","00:18:11,798",o,11
2572,"What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial.",Monica,disgust,255,0,1,22,"00:12:32,084","00:12:38,965",s,0
2573,I just had sex.,Young Ethan,neutral,255,1,1,22,"00:12:40,718","00:12:43,094",s,1
2574,"Ethan, focus. How could you not tell me?",Monica,surprise,255,2,1,22,"00:12:45,181","00:12:48,516",q,2
2575,"Well, you never told me how old you were.",Young Ethan,neutral,255,3,1,22,"00:12:48,684","00:12:51,352",ans,3
2576,"Well, that's different. My lie didn't make one of us a felon in 48 states. What were you thinking?",Monica,disgust,255,4,1,22,"00:12:51,520","00:12:59,527",q,4
2577,I wasn't thinking. I was too busy fallin'...,Young Ethan,joy,255,5,1,22,"00:12:56,442","00:12:59,527",ans,5
2578,Don't say it.,Monica,fear,255,6,1,22,"0:12:59,695","0:13:00,747",c,6
2579,...in love with you.,Young Ethan,joy,255,7,1,22,"0:13:00,747","0:13:01,829",s,7
2580,Really?,Monica,surprise,255,8,1,22,"00:13:03,365","00:13:04,783",q,8
2581,Sorry.,Young Ethan,sadness,255,9,1,22,"00:13:04,950","00:13:06,951",ap,9
2582,"Well,fall out of it.",Monica,anger,255,10,1,22,"00:13:07,745","00:13:09,162",s,10
2583,"You know, you shouldn't even be here, it's a school night.",Monica,anger,255,11,1,22,"00:13:09,330","00:13:12,749",o,11
2588,"That's right, still no baby! Come on people! Please make some room!",Rachel,sadness,256,0,8,22,"00:01:08,890","00:01:14,437",s,0
2589,"Uh sweetie, maybe you'd be more comfortable here?",Ross,neutral,256,1,8,22,"00:01:14,604","00:01:19,025",o,1
2590,You. Like you haven't done enough.,Rachel,anger,256,2,8,22,"00:01:20,193","00:01:27,408",o,2
2591,"Look, I-I know how miserable you are, I wish there was something I can do.",Ross,neutral,256,3,8,22,"00:01:28,576","00:01:32,914",s,3
2592,I mean I wish I were a seahorse.,Ross,neutral,256,4,8,22,"00:01:33,081","00:01:35,208",o,4
2593,"Because with seahorses it's the male, they carry the babies.",Ross,neutral,256,5,8,22,"00:01:38,920","00:01:43,049",s,5
2594,"And then also umm, I'd be far away in the sea.",Ross,anger,256,6,8,22,"00:01:45,802","00:01:49,556",s,6
2595,God. I have never been so uncomfortable in my entire life!,Rachel,joy,256,7,8,22,"00:02:04,404","00:02:09,659",s,7
2596,"Oh I know, I've been there. I remember toward the end",Phoebe,neutral,256,8,8,22,"00:02:09,909","00:02:12,287",s,8
2597,"Oh Phoebe, that's a great story.",Rachel,neutral,256,9,8,22,"0:02:12,453","0:02:13,955",o,9
2598,Can you tell it to me when you're getting me some iced tea?,Rachel,sadness,256,10,8,22,"0:02:13,955","0:02:16,500",q,10
2599,"Oh God, get out!",Rachel,anger,256,11,8,22,"0:02:20,295","0:02:21,630",c,11
2623,"What's the matter, Pheebs?",Joey,neutral,260,0,3,25,"00:14:19,692","00:14:21,109",q,0
2624,She cancelled! My namesake cancelled on me!,Phoebe,anger,260,1,3,25,"00:14:21,277","00:14:23,736",ans,1
2625,What?!,Joey,surprise,260,2,3,25,"0:14:23,904","0:14:26,496",q,2
2626,"Yeah, she clamed she had to go out of town suddenly.",Phoebe,sadness,260,3,3,25,"0:14:26,496","0:14:26,636",ans,3
2627,"She's avoiding me, she doesn't want to tell me where my Father is.",Phoebe,sadness,260,4,3,25,"00:14:26,740","00:14:30,118",s,4
2628,"She knows, and she won't tell me.",Phoebe,sadness,260,5,3,25,"00:14:30,286","00:14:31,536",s,5
2629,"Aww Pheebs, that sucks!",Rachel,sadness,260,6,3,25,"00:14:31,704","00:14:33,872",o,6
2630,"Yeah, well, don't Aww Pheebs, that sucks! me yet.",Phoebe,sadness,260,7,3,25,"00:14:31,704","00:14:38,751",s,7
2631,Where ya going?,Chandler,neutral,260,8,3,25,"00:14:38,919","00:14:40,962",q,8
2632,"Well, she's out of town so, there's gotta be something in her house that tells me where my Father is.",Phoebe,neutral,260,9,3,25,"00:14:38,919","00:14:44,507",ans,9
2633,"Uh, Pheebs, some people call that breaking and entering.",Ross,fear,260,10,3,25,"00:14:44,675","00:14:47,927",s,10
2634,"Well, are any of those people here?!",Phoebe,anger,260,11,3,25,"00:14:48,095","00:14:51,222",q,11
2658,Hey.,Chandler,neutral,264,0,6,17,"00:09:26,732","00:09:27,816",g,0
2659,Chandler. I sensed it was you.,Ross,neutral,264,1,6,17,"00:09:27,984","00:09:33,655",s,1
2660,What?!,Chandler,surprise,264,2,6,17,"00:09:35,491","00:09:36,992",q,2
2661,Unagi. I'm always aware.,Ross,neutral,264,3,6,17,"00:09:37,660","00:09:41,705",s,3
2662,"Okay, are you aware unagi is an eel?",Chandler,joy,264,4,6,17,"00:09:41,872","00:09:44,833",q,4
2663,What's up?,Ross,neutral,264,5,6,17,"0:09:46,711","0:09:47,383",q,5
2664,I can't figure out what to make Monica.,Chandler,neutral,264,6,6,17,"0:09:47,383","0:09:49,507",s,6
2665,"Oh, why don't you make her one of your little jokes.",Ross,anger,264,7,6,17,"00:09:49,630","00:09:52,048",o,7
2666,I'm going crazy! Okay? Do you have any thing around here that looks homemade?,Chandler,fear,264,8,6,17,"00:09:52,216","00:09:56,219",q,8
2667,Y'know what?,Ross,neutral,264,9,6,17,"0:09:57,096","0:09:57,938",q,9
2668,She'd-she'd love this.,Ross,neutral,264,10,6,17,"0:09:57,938","0:09:59,785",s,10
2669,"Uh, it's an exact replica of Apollo 8.",Ross,neutral,264,11,6,17,"0:09:59,890","0:10:02,018",s,11
2736,"The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!",Joey,surprise,274,0,4,22,"00:10:05,271","00:10:11,943",s,0
2737,What?,Chandler,surprise,274,1,4,22,"0:10:12,111","0:10:12,583",q,1
2738,The ring is gone!,Joey,surprise,274,2,4,22,"0:10:12,583","0:10:14,117",ans,2
2739,Ugh.,Chandler,disgust,274,3,4,22,"0:10:14,238","0:10:16,170",b,3
2740,"Just a sec, give me a minute to wake up for thisAh-ha-ha!!",Chandler,neutral,274,4,4,22,"0:10:16,170","0:10:24,756",s,4
2741,You lost the ring!,Chandler,joy,274,5,4,22,"0:10:21,871","0:10:23,013",s,5
2742,You're the worst best man ever!,Chandler,anger,274,6,4,22,"0:10:23,013","0:10:24,752",o,6
2743,"Dude, this isn't funny!",Joey,anger,274,7,4,22,"0:10:25,791","0:10:27,210",o,7
2744,What am I gonna do?!,Joey,fear,274,8,4,22,"0:10:27,210","0:10:28,113",q,8
2745,"I go to bed last night, everything's cool!",Joey,joy,274,9,4,22,"00:10:28,210","00:10:30,170",s,9
2746,"I wake up this morning, the stripper's gone and the ring is gone!",Joey,fear,274,10,4,22,"00:10:30,338","00:10:33,381",s,10
2747,You slept with the stripper?,Chandler,surprise,274,11,4,22,"0:10:33,549","0:10:34,759",q,11
2749,What difference does that make?!,Ross,anger,275,0,5,11,"00:14:48,679","00:14:51,306",q,0
2750,"Well, I'm justif the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!",Joey,anger,275,1,5,11,"00:14:51,473","00:15:00,231",ans,1
2751,"Joey, do you have a minute?",Rachel,neutral,275,2,5,11,"00:14:58,981","00:15:00,231",q,2
2752,"Dude, what am I gonna",Ross,fear,275,3,5,11,"00:15:00,399","00:15:01,858",q,3
2753,"Uh, Rachel's here, so good luck man, let me know how it works out.",Joey,anger,275,4,5,11,"00:15:02,026","00:15:05,069",s,4
2754,"Oh, Joey, I have such a problem!",Rachel,fear,275,5,5,11,"00:15:07,114","00:15:10,325",s,5
2755,"Oh well, you're timing couldn't be better. I am putting out fires all over the place.",Joey,neutral,275,6,5,11,"00:15:10,492","00:15:19,918",s,6
2756,"Okay. Okay. Okay. Joey, I have",Rachel,neutral,275,7,5,11,"00:15:15,956","00:15:19,918",oth,7
2757,"What-what is it, what is it?",Joey,neutral,275,8,5,11,"00:15:20,085","00:15:21,252",q,8
2758,"Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone.",Rachel,surprise,275,9,5,11,"00:15:21,420","00:15:24,631",ans,9
2759,"Oh no, no-no-no-no! I don't want to know!",Joey,fear,275,10,5,11,"00:15:24,798","00:15:28,134",s,10
2760,"Yes! Yes! Yes, you do want to know! This is unbelievable!",Rachel,anger,275,11,5,11,"00:15:28,302","00:15:30,803",dag,11
2786,"Whoa-whoa, Treeger made you cry?",Joey,surprise,279,0,4,4,"00:02:51,880","00:02:54,715",q,0
2787,Yes! And he said really mean things that were only partly true.,Rachel,sadness,279,1,4,4,"00:02:55,383","00:02:59,720",ans,1
2788,I'm gonna go down there and teach that guy a lesson.,Joey,anger,279,2,4,4,"00:03:00,930","00:03:02,723",s,2
2789,"Joey, please don't do that. I think it's best that we just forget about it.",Monica,fear,279,3,4,4,"00:03:02,974","00:03:05,475",o,3
2790,"That's easy for you to say, you weren't almost just killed.",Rachel,anger,279,4,4,4,"00:03:05,685","00:03:09,605",s,4
2791,"All right that's it, school is in session!",Joey,neutral,279,5,4,4,"00:03:09,772","00:03:13,108",s,5
2792,My God! Is this a gym card?,Monica,surprise,279,6,4,4,"00:03:15,361","00:03:17,863",q,6
2793,"Oh yeah, gym member. I try to go four times a week, but I've missed the last 1200 times.",Chandler,neutral,279,7,4,4,"00:03:18,072","00:03:25,746",ans,7
2794,So why don't you quit?,Ross,neutral,279,8,4,4,"00:03:27,624","00:03:29,291",q,8
2795,You don't think I've tried? You think I,Chandler,joy,279,9,4,4,"00:03:30,126","00:03:32,002",ans,9
2796,Who is Maria?,Ross,neutral,279,10,4,4,"00:03:49,812","00:03:52,439",q,10
2797,"Oh Maria. You can't say no to her, she's like this lycra spandex covered gymtreat.",Chandler,joy,279,11,4,4,"00:03:54,067","00:03:59,613",ans,11
2832,"Hey uh, is it okay to come in?",Joey,neutral,285,0,9,1,"00:08:07,361","00:08:10,071",q,0
2833,"Of course! Oh Joey, this ring I…it’s beautiful I love it!",Rachel,joy,285,1,9,1,"00:08:10,281","00:08:14,201",ans,1
2834,"Yeah uh look Rach, there’s something I gotta tell ya.",Joey,neutral,285,2,9,1,"00:08:15,495","00:08:18,747",s,2
2835,Hey!,Rachel,joy,285,3,9,1,"00:08:20,124","00:08:21,208",g,3
2836,Hey! Are you ready to try nursing again?,Nurse,neutral,285,4,9,1,"00:08:21,375","00:08:25,629",q,4
2837,"Yeah! Hi Emma. Hey, why do you think she won’t take my breast?",Rachel,neutral,285,5,9,1,"00:08:25,796","00:08:33,178",q,5
2838,"It’s all right honey, it takes some babies a while to get it, but don’t worry. It’ll happen.",Nurse,neutral,285,6,9,1,"00:08:27,965","00:08:33,178",ans,6
