Dialogue_ID,Utterance_ID,Utterance,Emotion
3383,10,Your own kids would get Suzy's cold. I think it would be better to have a good babysitter here. But I don't know who to ask. I need someone more mature than Jill. It might even be for two or three days.,neutral
3383,11,"I know who we can ask. There is a girl I know, Sara Ralston.She is 17, and she will usually take this kind of job. I know her from my church, and I trust her completely.",neutral
3383,12,"I'd like to talk with her.This is short notice, I know. But Hank and I are leaving tonight.",neutral
3383,13,I'll get you her number. I hope she can do it. She is very responsible.,neutral
3383,14,I'm glad you know someone. I knew you would be the best person to ask about this. I don't want to insult Jill or her mother. I think Jill maybe could do it.But I'd rather have someone a little older.,joy
3383,15,I'll go home and get Sara's number. I'll call her first myself.,neutral
3383,16,Great. Then call me and let me know if she's free.,joy
3386,0,"Hi, I'm Lucas, I just moved in next door.",joy
3386,1,"Oh, hi Lucas, come on in. I'm Barbara. Nice to meet you.",joy
3386,2,Nice to meet you too.,joy
3386,3,Would you like something to drink? I've got tea and some grape juice.,joy
3386,4,Thanks. Some tea would be nice. Chinese tea is great. I really like your tea set. Where did you get it?,joy
3386,5,"Oh, there is a supermarket not far from here. But there is also a tea house around the corner, where you can get tea, taste tea and get a tea set as well.",joy
3386,6,"Oh yeah, I saw the tea house the other day. I think I might go and have a look sometime. It's a nice neighborhood here.",joy
3386,7,"You are right about that. It's quiet and very convenient. You can get to the bus and the subway stations within ten minutes'walk. There's a grocery store, a book store, a gym, and many restaurants along the street.",joy
3386,8,There's a gym nearby? That's exciting! I really want to start to go to gym as soon as possible. I've been lazy this summer holiday and have put on some weight.,joy
3386,9,"Well, if you want we can go together sometime. Actually I was thinking of going this afternoon, if you like, you can join me and I can show you the neighborhood along the way.",joy
3386,10,That would be wonderful. Thanks!,joy
3392,0,"Hello, Mr. Brown, long time no see. Where have you been?",joy
3392,1,"Oh, I went on a holiday in the city of Chende.",joy
3392,2,Great. What do you think of it?,joy
3392,3,"The city is small, not very modern, but there are many mountains with lots of trees around the city, so the air there is pretty fresh.",joy
3392,4,Did you go to the Summer Mountain Resort?,joy
3392,5,"Certainly! The most attractive place is that, it's very large ; it is 8 times the size of Forbidden City and 16 times the size of Summer Palace. The art of gardens is perfectly represented in it.",joy
3392,6,"It sounds great, and is it really cool there?",joy
3392,7,"Yes, I think the reason is that there is a big lake, and many trees in the Resort.",joy
3392,8,What is the special local product?,joy
3392,9,"The main product of Chende is various kinds of ferine mushroom and the almond. The mushroom tastes really good, and it is very different from the common mushrooms, and the snack made of almond is delicious.",joy
3392,10,I hope to go there someday.,joy
3398,0,Do you need help with something?,neutral
3398,1,I ’ m looking for this book.,neutral
3398,2,Is there something wrong?,neutral
3398,3,I don ’ t see it on the shelf.,neutral
3398,4,Did you check the computer?,neutral
3398,5,I already looked.,neutral
3398,6,Did it say anything?,neutral
3398,7,"It said that the book is on the shelf, but it isn ’ t.",neutral
3398,8,I ’ m sure I can get it from another library.,neutral
3398,9,Could you do that?,neutral
3398,10,I ’ ll let you know when I get the book in.,neutral
3398,11,That ’ s great. Thank you so much.,joy
3404,0,Good morning Mike!,neutral
3404,1,Morning Sally! What's up? you seem in a hurry!,neutral
3404,2,"I am having an exam at nine, It's already eight thirty.",neutral
3404,3,"Don't worry, I'll drive you.",joy
3404,4,Thank you very much!,joy
3404,5,How are your cases coming along?,joy
3404,6,"Very well, thanks, I will probably finish next week, but this is still a lot of work, I have been worked on in for six months, and i'm so closed to end. I can feel it.",joy
3404,7,"Wow, Good for you.It sounds like a lot of work. I'm proud of you! Is this the right building?",joy
3404,8,"Yes, It's only eight forty. Thanks so much!",joy
3404,9,"You're welcome.Good luck, bye!",joy
3404,10,"Have a nice day, bye!",joy
3410,0,"Julia, why have you prepared a candlelight dinner? Anything special to celebrate? Did you get a promotion?",neutral
3410,1,"Honey, don't tell me that you forgot our anniversary, did you?",surprise
3410,2,"Oh, my dear, how can I forget such an important day? I was just kidding. Look at this box.",joy
3410,3,What's in it?,neutral
3410,4,Have a guess.,neutral
3410,5,A necklace?,neutral
3410,6,No.,neutral
3410,7,I have no idea.,neutral
3410,8,Open it now.,neutral
3410,9,"Oh, my god. A diamond brooch. It's so beautiful. You're so kind to me, A. Thank you!",surprise
3410,10,"You're welcome, honey. I hope we will celebrate our golden wedding anniversary in future.",joy
3417,0,You look like being on cloud nine.,neutral
3417,1,I am.,neutral
3417,2,What has made you so happy?,neutral
3417,3,I think I'm in love.,joy
3417,4,Are you? Who's the lucky girl?,surprise
3417,5,Her name is Jenny.,neutral
3417,6,How did you meet her?,neutral
3417,7,We are in the same math class. Our teacher sat us next to each other.,neutral
3417,8,What do you like best about her?,neutral
3417,9,She's very funny. She makes me laugh all the time.,joy
3417,10,I guess it was fate working to bring you together.,neutral
3417,11,"Whatever brought us together, I'm happy.",joy
3421,0,"Hey Lucas, how was your trip to Paris?",joy
3421,1,"It was wonderful, but I was so tired.",joy
3421,2,Did you go to the top of the Eiffel Tower.,joy
3421,3,"Yes, that was the first thing we did. We went all the way to the top. There were visitorsfrom all over the world taking photos there.",joy
3421,4,What else did you see?,joy
3421,5,"Art galleries, cathedrals, statues, fountains, palaces, bistros, there's really too much to say.",joy
3421,6,You must have had a great time.,joy
3421,7,"Yes, at the beginning we were all excited and had lots of fun. However, on the third day of travelling in the city, I felt sick I think I had something bad to eat but it passed by the evening.",joy
3421,8,Yes. you need to be careful with what you eat when you're abroad.sometimes new food might disagree with you.,joy
3421,9,"On the fourth day, we went to taste the French cuisine. That was really fantastic. And no stomach problems.",joy
3421,10,That is great. Everyone says French food is wonderful.,joy
3421,11,You'll have to try for yourself some day.,joy
3437,0,"Honey, do you know what color the carrot is?",neutral
3437,1,"Mom, it's orange?",neutral
3437,2,"Wow, my son is so clever.",neutral
3437,3,"Mom, that's a stupid question.",neutral
3437,4,Really?,surprise
3437,5,I am not a child at all. I know more.,neutral
3437,6,"Oh, my son looks like a grown-up.",neutral
3437,7,"Sure. Mom, I can take care of you.",neutral
3437,8,No kidding. So tell me what's your favorite color?,neutral
3437,9,"I like blue. You see, that's the color of the sky. I wanna be a superman.",neutral
3437,10,Why?,neutral
3437,11,I hope I can fly to any place like superman. So I can touch the sky.,neutral
3437,12,"OK, superman. Put on your cape, we are going to fly home.",neutral
3439,0,"wow, it that your sports car?",joy
3439,1,"yes, do you like it?",joy
3439,2,I love it! I used to always want to drive a green jaguar. Is it in good condition?,joy
3439,3,"it looks good on the outside, but the inside is a different story. It needs a lot of servicing before it can go out on the roads again.",neutral
3439,4,what's wrong with it?,neutral
3439,5,"well, first of all, it needs a new engine, which is extremely expensive.",neutral
3439,6,when's the last time you had it serviced?,neutral
3439,7,it must have been a few years ago now.,neutral
3439,8,I thought all cars needed regular servicing on a yearly basis.,neutral
3439,9,"they do. Once my son was born, there was no reason to drive this car anymore. It's only a two-seater, you know!",neutral
3439,10,what else is wrong with it?,neutral
3439,11,"the heating controls don't work anymore, so it always feels like it's about 100 degrees in the car — even in the summer!",neutral
3439,12,anything else?,neutral
3439,13,the brakes don't really work that well anymore either.,neutral
3439,14,why don't you get it all fixed?,neutral
3439,15,"it costs more than you think to run a car, especially when there are so many things wrong with it!",neutral
3439,16,"well, let me know when you can get it fixed. I ’ d love to go for a ride in it!",joy
3475,0,Can you play tennis?,neutral
3475,1,"Yes, I can.",neutral
3475,2,"It is interesting, isn't it?",neutral
3475,3,"Yes, it's very interesting.",neutral
3475,4,Can you teach me?,neutral
3475,5,"Sure. Take the tennis racket. Now, throw the ball up, and hit it with the racket. Like this.",neutral
3475,6,"Let me try. Oh, I missed!",neutral
3475,7,Throw the ball up high.,neutral
3475,8,High?,neutral
3475,9,"Yes, very high. Over your head. Then you will have time to hit the ball.",neutral
3475,10,Oh! I hit it.,joy
3475,11,Well done!,joy
3475,12,Thank you. I think I like playing it.,joy
3519,0,do you have any plans for Friday night?,neutral
3519,1,I don't think so. Why?,neutral
3519,2,"well, my hosue-mates and I are having a house-warming party. Would you like to come?",neutral
3519,3,sure. Would it be alright if I brought a few friends?,neutral
3519,4,"the more, the merrier!",neutral
3519,5,will there be a lot of people there?,neutral
3519,6,I sure hope so. We've each invited about 10 people.,neutral
3519,7,who else is going to be there?,neutral
3519,8,"I'm inviting my friends from work, you, my sister, and a few friends from school.",neutral
